id,host_id,property_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,review_scores_rating
27500065,207300785,Apartment,100,,,,,0,1,3,0,0,6,6,
27500717,157990666,Apartment,161,,,500,80,30,2,20,0,0,0,0,100
27507348,207290465,House,251,,,,,0,6,6,2,3,33,123,
27508825,57956440,Loft,251,,,0,100,0,3,90,17,42,72,162,100
27509154,190315994,House,161,,,,300,0,1,1125,0,0,0,97,88
27510039,161919409,House,14,,,0,80,15,2,31,0,0,0,0,
27510451,98136198,Apartment,150,,,,,0,7,1125,28,58,88,178,
27510461,35945511,House,109,,,,0,20,1,60,30,60,90,90,100
27511089,24471811,Condominium,140,,,140,60,0,3,1125,5,5,5,5,97
27511682,12305197,House,500,,,,,0,5,1125,4,5,8,132,
27511947,40580505,Apartment,60,,,0,30,0,2,1125,2,6,19,29,100
27512175,8722623,Loft,100,,,0,30,0,2,1125,18,48,78,353,87
27512473,35195290,House,50,,,,,10,2,1125,19,48,64,154,100
27513064,110256321,Apartment,55,,,,20,0,2,1125,0,0,0,0,90
27513485,171930415,Guesthouse,60,,,,,0,1,1125,28,58,88,88,100
27515292,190893072,House,25,,,,30,20,1,1125,28,58,88,363,
27515401,179717650,House,161,,,300,45,50,2,1125,19,49,77,165,98
27515601,99447193,House,1250,,,,,0,7,1125,11,20,50,140,
27515883,207489469,House,55,,,300,20,25,2,1125,29,59,89,179,
27516505,46661939,Guest suite,96,,,,10,0,1,1125,23,53,83,173,96
27517130,207503977,House,55,,,300,10,25,2,1125,22,52,82,172,
27517572,143116895,Condominium,190,,,300,70,30,2,300,1,6,13,13,
27527430,38632342,House,199,,,300,,0,2,1125,8,27,46,313,100
27527499,204661584,Apartment,161,,,200,75,30,1,60,14,41,63,88,95
27528694,137776357,Bungalow,89,,,300,120,20,3,1125,8,38,68,158,98
27528712,120174430,Villa,50,,,150,20,20,1,1125,0,0,0,0,100
27528981,2793780,Apartment,119,,,350,120,20,2,1125,26,40,68,123,94
27529087,204661584,Apartment,130,,,200,65,25,1,60,0,0,23,23,80
27530354,48836220,Apartment,300,,,550,120,20,2,21,5,20,39,204,100
27530787,160126431,Apartment,114,,,150,59,29,2,1125,0,0,0,0,87
27531053,1172789,Serviced apartment,172,,,,,0,2,180,0,0,0,250,80
27531161,205464469,Apartment,69,,,,,0,7,1125,6,7,12,18,
27531277,204661584,Apartment,130,,,250,62,30,1,28,1,1,20,20,
27531344,175776759,Apartment,165,,,300,150,0,1,1125,26,56,86,176,
27531411,104431444,House,130,,,0,175,25,2,59,14,44,72,72,100
27532053,30007234,Apartment,46,,,200,50,10,7,14,1,29,56,60,100
27532347,655518,Apartment,161,,,0,100,0,3,1125,14,39,69,159,100
27532664,207683607,Apartment,130,,,500,182,0,3,60,0,0,0,0,100
27532668,180074766,Apartment,190,,,250,109,15,1,1125,24,54,84,231,78
27532919,8982386,Townhouse,123,,,150,140,25,2,365,12,34,64,154,96
27533943,207694483,Apartment,145,,,150,30,0,2,4,8,21,37,37,100
27533985,90384900,Apartment,170,,,,45,15,1,1125,0,0,0,0,85
27534024,207695764,Apartment,60,,,,12,0,2,14,3,33,63,63,100
27534176,172936708,Apartment,60,,,,20,20,1,1125,27,57,87,177,80
27534295,186730230,Apartment,174,,,300,69,25,2,1125,14,24,39,105,100
27534605,80320547,Apartment,89,,,,25,0,1,1125,0,20,27,117,100
27536146,38824044,Villa,120,,,0,30,0,4,1125,0,0,0,35,
27536418,137826932,Apartment,429,,,0,,0,3,1125,30,60,90,90,90
27536575,4530797,Apartment,120,,,2000,80,20,2,20,3,3,7,7,100
27536713,1739996,Apartment,100,,,400,99,29,2,365,17,44,58,166,99
27537529,9115342,Apartment,75,,,,,0,3,1125,0,0,0,0,100
27537847,23359356,Apartment,100,,,150,50,0,1,1125,0,23,42,131,90
27538061,90731621,Apartment,28,,,300,30,0,3,1125,0,0,6,6,80
27538354,142587560,House,30,,,,25,0,5,1125,5,21,27,298,100
27540989,1172789,Serviced apartment,180,,,,,0,2,1125,0,0,6,281,
27541537,1172789,Serviced apartment,285,,,,,0,2,1125,0,4,34,309,
27542293,25424455,Townhouse,251,,,250,89,18,1,1125,19,49,79,354,73
27542592,207778250,Apartment,165,,,0,120,0,1,1125,5,14,26,78,97
27543095,8673331,House,350,,,6875,90,100,9,1125,23,24,24,24,
27547517,89991045,Apartment,226,,,,,20,1,1125,12,30,51,325,
27547558,89991045,Apartment,226,,,,,20,1,1125,16,37,65,340,90
27548034,48377612,House,60,,,0,29,0,3,30,3,3,3,3,100
27548111,48377612,House,50,,,0,29,0,3,30,10,36,36,36,96
27548490,198083212,Condominium,115,,,0,85,19,1,1125,12,18,27,81,100
27549576,207849160,Apartment,75,,,,20,10,1,1125,18,44,44,70,92
27550250,6815177,Apartment,179,,,400,88,25,1,1125,24,54,84,359,100
27550804,11146260,House,102,,,150,150,40,2,1125,28,58,88,178,100
27551300,6815177,Apartment,179,,,400,90,25,1,1125,24,54,77,351,100
27552923,180074766,Apartment,159,,,300,165,15,1,1125,18,46,70,70,85
27552935,163778118,Townhouse,60,,,0,0,18,1,1125,4,7,37,37,
27553849,196094767,Condominium,260,,,350,150,140,3,60,8,12,21,99,99
27554187,13597010,Apartment,69,,,0,25,25,3,5,0,0,0,0,
27554729,13597010,Apartment,102,,,500,25,25,3,30,0,0,0,0,100
27555095,1440440,Condominium,105,,,0,80,50,3,28,0,15,15,15,
27555426,2148580,Apartment,79,,,0,35,20,2,1125,10,19,36,36,98
27555552,207903147,House,251,,,,,0,1,1125,2,6,36,36,
27555583,55324450,Apartment,109,,,295,85,12,1,80,2,2,2,2,100
27555821,11596804,House,239,,,,80,0,2,1125,0,3,3,55,100
27557119,80432027,House,285,,,1000,75,0,2,1125,0,11,26,154,88
27557431,195290444,Condominium,150,,,0,120,15,2,1125,0,0,0,0,86
27558133,207926446,Guesthouse,150,,,0,50,0,2,1125,7,35,61,149,100
27559422,3708591,House,120,,,250,40,40,1,7,10,32,62,152,97
27561372,37181360,Serviced apartment,125,,,750,0,0,28,1125,29,55,55,55,
27562036,37181360,Apartment,150,,,750,0,0,28,1125,0,14,38,38,
27562483,37181360,Serviced apartment,155,,,750,0,0,28,1125,21,47,47,47,60
27562942,37181360,Apartment,165,,,750,0,0,28,1125,20,46,46,46,
27563233,37181360,Serviced apartment,145,,,500,0,0,3,1125,7,7,7,7,
27565013,153112010,Condominium,50,,,,7,15,2,1125,13,34,41,41,94
27566391,207981804,Townhouse,39,,,0,15,0,1,15,2,2,2,2,90
27568586,208001230,Apartment,179,,,300,100,30,1,1125,13,40,70,155,99
27580966,113949496,Apartment,129,,,199,79,14,1,1124,19,49,79,354,85
27581302,37181360,Serviced apartment,199,,,500,0,0,7,1125,0,0,0,0,
27581366,4647935,Apartment,130,,,500,140,40,2,1124,30,60,73,348,100
27581678,198083212,Condominium,129,,,0,75,20,1,1125,14,24,44,44,97
27582311,198083212,Condominium,102,,,0,65,18,1,1125,14,32,48,299,100
27582600,208109078,House,190,,,,110,0,2,1125,30,60,90,365,80
27582683,21058208,Apartment,109,,,150,113,0,2,1000,14,30,60,207,90
27582811,208124782,Apartment,78,,,200,146,0,2,60,5,10,40,315,
27583346,175776759,Apartment,130,,,200,150,15,1,1125,11,33,33,145,89
27583747,193367125,Serviced apartment,100,,,500,80,10,1,1125,10,22,46,276,100
27583794,84188751,Apartment,109,,,,65,0,1,1125,0,20,30,30,92
27584713,49842260,Apartment,109,,,500,80,40,1,60,2,17,30,115,100
27584907,54800579,House,75,,,,,0,1,7,0,0,0,0,
27585198,93391912,House,220,,,800,170,25,2,365,9,22,26,116,98
27585199,1172789,Serviced apartment,316,,,,,0,2,180,0,0,0,250,
27585377,208150202,Apartment,116,,,500,170,0,2,60,12,33,63,88,98
27586184,145898377,Townhouse,137,,,0,75,50,2,31,0,8,38,218,100
27587668,208166347,House,71,,,,,0,2,30,29,59,89,89,
27590860,108594262,Apartment,125,,,500,140,60,1,30,3,16,21,285,96
27592372,94699339,Cottage,161,,,,,0,1,60,22,44,74,349,99
27592409,8983051,Apartment,100,,,,,0,1,1125,6,10,14,55,100
27592940,208201659,Apartment,51,,,,,50,1,1125,24,24,24,24,93
27593211,201805004,House,25,,,,,0,1,1125,28,58,88,178,97
27593308,201805004,House,25,,,,,0,1,1125,12,42,59,59,100
27593765,47963942,House,150,,,500,120,15,2,1125,4,28,56,146,89
27594157,195290444,Condominium,255,,,,180,15,2,1125,12,24,41,41,87
27594470,4170460,Apartment,130,,,500,70,15,1,1125,4,22,52,327,93
27595745,208223178,Apartment,140,,,350,120,20,1,180,22,52,70,160,100
27595840,208223641,Apartment,148,,,0,110,0,3,1125,7,18,48,134,98
27596526,36410227,House,300,,,400,300,0,3,1125,8,11,39,130,100
27599696,206562296,Apartment,230,,,500,50,60,1,30,12,38,68,68,97
27600373,207354907,Apartment,120,,,400,0,20,1,1125,1,15,35,35,91
27607768,46028955,Apartment,108,,,1500,0,0,30,31,23,53,83,83,
27609889,7509953,Apartment,150,,,500,120,0,1,1125,12,42,72,347,97
27609908,7509953,Apartment,161,,,500,140,0,1,1125,23,53,83,356,90
27611545,208351460,Apartment,220,,,,,0,1,55,30,60,90,365,100
27612927,45356831,Apartment,199,,,500,150,10,2,1125,0,30,60,335,100
27613239,21058208,Apartment,96,,,250,119,8,2,1125,9,30,60,150,91
27614020,192364496,Apartment,100,,,200,120,25,2,1125,21,37,67,157,63
27617328,207849160,Apartment,75,,,,20,10,1,1125,0,0,0,0,85
27617344,49368035,Apartment,30,,,200,15,10,2,28,0,0,0,128,
27618709,194243489,Serviced apartment,90,,,300,60,0,1,1125,7,21,37,265,92
27619830,185601131,House,33,,,,0,10,1,300,4,20,50,230,98
27620901,48383718,Apartment,30,,,,,0,1,6,25,53,83,83,100
27621140,24758775,Apartment,80,,,0,50,0,60,1125,0,0,30,120,100
27621167,73260443,Apartment,28,,,1000,18,0,4,1125,13,42,72,347,80
27622068,64282727,House,55,,,150,,20,1,1125,0,4,34,124,80
27630341,158213806,Apartment,80,,,,,0,2,10,0,0,0,0,
27636099,3354940,Guest suite,46,,,0,20,20,1,10,11,36,58,141,99
27636249,1234708,Apartment,71,,,,,0,1,1125,11,41,69,344,95
27637465,138670177,Apartment,145,,,150,80,25,1,1125,5,5,31,117,97
27637649,4170460,Apartment,129,,,500,90,0,1,1125,20,24,52,327,
27639141,50618078,Apartment,40,,,,7,0,2,21,0,0,0,0,100
27639972,91622914,House,255,,,,100,0,3,1125,12,38,64,244,100
27640038,204427339,Apartment,119,,,199,99,10,1,1124,5,19,38,38,100
27640205,133472555,Serviced apartment,130,,,180,65,30,1,60,14,33,63,63,100
27640276,150367552,Apartment,161,,,500,80,10,2,59,7,27,57,57,98
27643703,73292676,Guest suite,69,,,0,19,0,1,1125,9,39,69,344,96
27644628,110705564,Serviced apartment,120,,,500,77,30,1,1125,12,40,70,239,100
27646084,190893072,House,24,,,0,30,20,1,1125,30,60,90,365,
27648164,149011301,House,46,,,,7,0,2,1125,8,31,61,336,97
27649964,208658070,Apartment,180,,,200,90,0,2,1125,2,15,38,112,96
27650306,121254408,Condominium,159,,,299,65,20,1,1125,12,15,28,86,100
27659894,80621455,Apartment,100,,,170,59,0,1,1125,7,32,32,32,93
27667790,195117165,Serviced apartment,145,,,150,,20,1,1125,25,46,56,327,
27667832,195117165,Serviced apartment,174,,,150,15,25,1,1125,25,49,66,333,
27668100,101001612,House,220,,,,,0,1,30,30,60,90,180,
27668758,176101130,House,46,,,200,,15,2,1125,13,36,62,337,100
27669784,195117165,Serviced apartment,190,,,200,,20,1,1125,17,31,48,314,90
27669857,195117165,Serviced apartment,199,,,200,,20,1,1125,18,35,55,312,
27670042,195117165,Serviced apartment,195,,,200,,20,1,1125,12,29,56,319,90
27681094,52975083,House,251,,,0,0,0,1,30,12,37,67,150,
27681239,208940714,House,130,,,,45,0,2,14,22,51,81,81,100
27681802,156381779,House,450,,,500,180,30,2,1125,15,38,58,312,93
27684163,180432544,Apartment,168,,,300,80,0,1,1125,3,14,15,15,95
27684607,68291655,Townhouse,60,,,,,0,1,1125,0,0,0,0,100
27686320,4861273,Apartment,80,,,200,25,0,2,28,29,59,89,89,100
27687087,27977862,Apartment,50,,,,,0,2,1125,3,11,41,41,100
27687879,18067174,Apartment,78,,,250,15,20,3,15,6,6,6,6,100
27688960,68751954,Apartment,80,,,,,0,6,1125,29,59,89,89,20
27688980,11318895,Apartment,100,,,,50,0,2,30,18,46,76,166,98
27689405,78210691,House,90,,,150,0,0,1,1125,4,25,25,25,
27690583,140387966,Apartment,130,,,,,0,2,1125,4,4,31,118,100
27690752,25553243,House,109,,,0,60,10,2,100,3,3,3,3,100
27690813,49779537,House,345,,,,,0,7,1125,2,11,11,139,100
27696003,209029952,Condominium,46,,,,,0,1,1125,30,60,90,365,
27699733,83026714,Bungalow,300,,,0,150,25,2,1125,27,57,87,362,83
27703066,209138030,Apartment,30,,,0,0,0,1,1125,0,0,6,281,
27704091,10708410,Apartment,91,,,250,105,25,1,251,15,45,75,243,94
27704501,139528807,Serviced apartment,84,,,300,45,20,2,1125,3,29,35,310,83
27705423,5559820,House,30,,,137,15,7,2,1125,2,2,2,160,96
27705534,7509953,Apartment,136,,,500,75,0,1,1125,17,45,69,69,
27705628,63825022,Apartment,120,,,,,0,2,1125,1,2,2,2,100
27706629,162598643,Apartment,50,,,,,0,7,1125,28,58,88,88,
27706915,209176752,Apartment,109,,,500,85,0,2,90,29,59,65,182,100
27707183,7509953,Apartment,109,,,500,80,0,1,1125,5,6,8,9,
27707654,25675426,House,540,,,,,0,4,1125,8,14,14,14,
27708180,209187666,House,161,,,550,180,0,3,1125,16,35,65,65,89
27709010,74752539,Apartment,150,,,0,40,0,1,30,0,0,0,0,94
27710353,6902819,Townhouse,450,,,500,100,50,4,1125,6,7,37,312,
27712169,209211164,Apartment,226,,,,,0,1,55,30,60,90,365,
27712601,209212691,Apartment,230,,,,,0,1,55,30,60,90,365,
27713029,48377612,House,399,,,6000,500,0,120,270,0,0,0,98,
27714692,181538235,Apartment,177,,,300,0,0,1,1125,17,40,70,345,100
27714720,181538235,Apartment,190,,,300,0,0,1,1125,20,24,52,327,
27714744,181538235,Apartment,180,,,300,0,0,1,1125,22,52,82,357,
27715076,99945181,Apartment,170,,,150,65,40,1,1125,0,5,16,162,96
27715084,81368168,Farm stay,880,,,300,180,50,1,1125,9,30,56,331,97
27715132,124547456,House,55,,,,,7,1,1,29,59,89,364,99
27716091,75887657,House,107,,,200,180,40,2,1125,24,54,84,174,100
27716522,115770938,Apartment,199,,,0,100,0,1,182,22,52,82,357,
27716879,6363084,House,150,,,,50,0,2,1125,9,18,24,36,100
27717973,13884218,Apartment,138,,,0,70,0,1,1125,7,23,23,23,100
27718491,105073336,Apartment,69,,,300,75,25,3,30,12,35,65,65,100
27718844,196267868,Apartment,71,,,6950,120,82,2,1125,0,0,6,6,100
27720465,175390572,Apartment,159,,,300,109,39,1,1125,23,53,83,83,100
27723587,209291855,Condominium,50,,,,,0,1,1125,30,60,90,180,100
27730182,63802303,House,60,,,,,0,1,1125,23,53,83,83,
27731997,760849,Townhouse,995,,,1000,0,15,5,365,22,52,82,357,
27733327,209384070,Apartment,174,,,0,80,0,3,28,0,0,0,0,
27733384,48014108,Apartment,145,,,0,60,0,2,1125,22,52,82,357,100
27734215,51705247,Apartment,65,,,0,30,0,1,1125,7,37,61,251,80
27734940,19657164,Apartment,100,,,0,25,15,2,60,4,14,38,123,97
27735978,209407341,Apartment,251,,,500,146,0,2,60,16,37,67,92,100
27736600,61600590,Apartment,150,,,,,0,1,1125,3,6,14,14,
27738977,33313346,Villa,220,,,,,40,2,1125,20,48,71,212,
27739493,33313346,Cottage,800,,,0,0,50,2,1125,27,56,80,226,
27740319,127291977,Apartment,90,,,,0,0,2,1125,0,0,0,0,100
27742277,31695597,Apartment,57,,,,,0,4,40,0,0,0,159,100
27742684,185076876,House,179,,,1000,135,30,2,60,21,48,72,137,98
27743290,188225719,Apartment,115,,,,,0,4,365,0,0,0,0,87
27743655,98367827,Apartment,159,,,1000,70,40,2,1125,1,12,12,12,98
27744393,169782510,House,55,,,0,39,10,1,1125,29,59,89,89,80
27751129,85063271,Apartment,289,,,1500,119,39,2,1125,12,22,37,117,96
27758660,209580786,Cottage,230,,,,,0,2,30,29,59,89,364,100
27759883,47936742,Condominium,180,,,350,65,20,2,1125,14,26,56,142,98
27760013,180074766,Apartment,138,,,300,65,15,1,1125,0,16,34,189,95
27762000,22860147,Apartment,91,,,250,80,10,5,1125,11,18,41,41,90
27762202,123977555,House,1501,,,1000,150,0,3,12,13,32,32,129,
27762930,31620872,Apartment,35,,,,20,0,12,40,5,35,65,340,
27763913,209629695,Bed and breakfast,50,,,0,0,15,1,7,29,59,89,179,100
27764094,104431444,Apartment,205,,,300,150,0,1,59,21,36,64,143,90
27765317,124281307,Apartment,80,,,250,50,0,4,1125,0,0,0,0,20
27765412,181538235,Apartment,154,,,300,0,0,1,1125,4,28,58,333,100
27765608,48014108,Apartment,150,,,200,60,0,1,1125,20,36,66,333,100
27765834,160145074,Condominium,80,,,0,30,35,1,60,8,9,22,40,96
27767143,209651642,House,71,,,300,20,20,2,1125,24,54,84,174,100
27767170,98757271,Condominium,65,,,0,10,10,1,20,15,30,30,30,94
27767328,209649774,Apartment,104,,,,,0,1,1125,30,60,90,365,
27767509,162203004,Apartment,180,,,,,0,10,20,27,57,87,87,
27767800,157849829,Apartment,136,,,300,59,15,1,1125,7,27,51,51,96
27767920,209656994,Condominium,251,,,200,120,0,2,90,13,43,73,98,100
27769518,5702727,House,42,,,,,0,7,30,1,31,39,314,80
27770220,83183172,Apartment,100,,,300,85,15,1,90,4,22,49,134,94
27771387,184457804,House,58,,,400,,50,3,1125,29,59,89,364,
27771539,184457804,House,58,,,400,,50,3,1125,29,59,89,364,
27772980,99007916,Apartment,84,,,150,0,0,2,1125,0,4,34,34,
27773016,209697404,House,46,,,,,10,4,1125,16,46,76,166,100
27773087,114351872,House,65,,,0,20,0,1,31,17,47,77,167,100
27776232,159516681,Apartment,264,,,350,99,30,2,1125,7,18,27,102,100
27776430,85063271,Apartment,105,,,500,59,29,2,1125,3,13,37,37,98
27782234,32627438,Apartment,136,,,,,0,3,1125,26,56,86,361,93
27784025,28715392,Apartment,98,,,250,85,0,2,1125,9,14,14,255,100
27784382,123574086,Apartment,65,,,150,10,10,1,1125,21,47,77,352,90
27784778,41534927,Apartment,109,,,500,80,0,3,180,0,24,54,144,
27786982,1984162,House,300,,,0,70,0,2,14,14,44,70,95,
27787770,29406728,Apartment,145,,,400,80,50,2,1125,11,19,49,320,92
27787880,104431444,Apartment,130,,,0,125,0,2,59,16,34,64,64,90
27788846,206889679,Apartment,125,,,150,120,25,2,360,27,57,87,177,84
27789153,11914644,House,663,,,2000,429,0,7,1125,0,0,0,0,
27790090,39890192,Apartment,58,,,200,30,10,1,365,10,20,50,50,80
27790118,108813610,Apartment,150,,,300,85,35,1,1125,11,21,32,58,96
27795299,128515265,Apartment,168,,,300,90,20,1,1125,22,42,72,158,97
27795706,113434220,Apartment,71,,,,39,0,3,10,0,7,13,288,100
27796096,129072113,Condominium,179,,,0,79,8,4,1125,14,27,49,131,87
27796937,209892118,Apartment,100,,,0,55,15,1,1125,5,13,13,13,89
27797239,120174430,Guest suite,35,,,150,20,20,3,1125,29,59,89,179,93
27797667,207778250,Apartment,400,,,0,169,0,1,1125,6,19,45,130,95
27801599,83243987,Apartment,60,,,,40,0,1,1125,0,0,0,0,
27808970,209910888,Guest suite,100,,,150,50,0,1,1125,12,27,54,329,93
27809269,108813610,Apartment,320,,,300,89,0,1,1125,7,32,54,54,98
27811005,75298296,Apartment,140,,,,,0,3,1125,0,0,0,0,80
27811558,23201747,Townhouse,129,,,,,0,1,7,30,60,90,203,
27811654,141425805,Apartment,244,,,250,100,0,1,1125,4,4,4,4,100
27812275,48976121,House,900,,,2500,650,30,3,365,1,10,34,291,
27812652,161919409,House,14,,,0,80,0,2,31,13,13,13,13,
27812970,168351804,House,84,,,,,0,1,1125,28,58,88,88,60
27816014,151834881,Townhouse,100,,,,60,0,2,1125,1,11,11,11,100
27816065,210054909,Apartment,162,,,139,65,30,3,1125,10,21,42,97,100
27816317,210056238,Apartment,129,,,300,110,30,1,180,4,12,30,118,98
27819115,210072993,Apartment,288,,,200,70,50,2,1125,25,55,85,175,92
27821363,210089329,Apartment,132,,,200,0,35,3,1125,4,9,25,25,93
27821519,36607758,Loft,127,,,200,45,0,1,1125,11,20,20,32,100
27836016,210199563,Condominium,100,,,200,60,10,3,21,20,41,65,134,90
27837064,32744328,House,71,,,0,25,0,2,14,26,48,48,48,100
27837650,139528807,Serviced apartment,73,,,300,50,30,1,1125,8,30,30,282,90
27838407,123305119,House,35,,,,,0,1,1125,0,6,6,281,
27838519,210047224,Apartment,140,,,0,65,0,1,1125,1,8,20,197,
27838533,139097831,Apartment,138,,,200,79,79,1,300,15,29,53,53,100
27838890,10289873,Apartment,65,,,0,0,20,1,14,7,22,35,35,95
27839828,106651403,House,19,,,,,0,3,1125,0,0,12,287,100
27840007,120499064,Apartment,136,,,300,85,25,1,120,27,48,78,78,80
27840884,118782121,Apartment,78,,,,,0,1,1125,0,0,0,32,
27841243,191784549,House,36,,,,,0,1,1125,28,58,88,178,100
27842311,210262612,House,400,,,,,0,3,1125,10,33,63,153,
27845462,22860147,Apartment,140,,,250,90,10,5,1125,4,10,37,37,
27851177,210338742,Bed and breakfast,19,,,,,0,1,7,0,0,0,0,
27855232,48123226,House,999,,,1000,94,20,2,1125,15,32,62,62,100
27855420,158100659,Apartment,127,,,200,79,25,1,1125,4,9,31,107,96
27856617,210387221,Condominium,50,,,,,0,1,1125,29,59,89,89,
27856829,121686803,Apartment,150,,,,,0,7,1125,29,59,89,89,
27857431,12452440,Apartment,47,,,,,0,7,25,13,25,25,25,
27857558,3244191,Loft,161,,,0,75,50,2,20,0,0,0,0,
27857664,210410846,Apartment,129,,,0,99,0,5,6,28,58,88,88,
27859327,78789099,House,37,,,,,0,1,1125,29,59,89,364,90
27859335,55324450,Apartment,278,,,495,197,12,2,180,0,2,32,300,60
27859799,46244146,Apartment,120,,,0,110,0,2,1125,3,6,14,75,100
27860100,78789099,House,40,,,,,0,1,1125,28,58,88,363,100
27860176,1424949,House,47,528,2000,250,30,20,2,90,1,10,15,19,100
27860773,46827011,Apartment,100,,,300,80,0,6,90,27,57,87,87,
27861473,194572399,Apartment,251,,,,,0,2,1125,0,0,0,0,
27862422,85783021,Apartment,46,,,400,100,0,3,1125,0,0,0,0,
27862546,188361651,Guest suite,89,,,0,35,9,2,1125,7,27,33,308,84
27862798,12195848,Apartment,165,,,,75,75,2,1125,0,0,16,16,100
27863525,61455951,House,46,,,0,15,0,1,1125,20,50,80,165,40
27864596,201273634,Bed and breakfast,48,,,150,0,20,1,1125,5,35,65,340,
27868608,98543150,Apartment,109,,,,,15,1,32,5,19,49,49,84
27876576,185076876,House,1250,,,3000,328,100,2,60,20,50,80,80,100
27876622,210587608,Apartment,150,,,0,100,50,2,1125,0,4,34,124,100
27876859,210590031,Apartment,130,,,,,0,1,4,9,9,9,9,
27877118,169554093,House,50,,,,30,15,1,1125,29,59,89,179,
27877206,169554093,House,60,,,,30,15,1,1125,29,59,89,179,
27878370,23722344,House,46,,,250,20,20,1,3,29,59,89,364,100
27878856,34108002,Apartment,60,,,,25,0,2,15,7,7,7,7,98
27879058,56954455,House,161,,,,,0,14,1125,0,0,0,0,
27880359,195707816,House,195,,,300,164,0,2,60,14,42,72,243,98
27880580,189417021,Apartment,186,,,300,80,40,2,1125,6,24,35,35,100
27881485,65013121,Apartment,69,,,,,0,1,1125,12,34,34,34,92
27883489,210035490,Serviced apartment,90,,,300,60,0,1,1125,17,32,61,294,100
27883685,7509953,Apartment,125,,,250,75,0,1,1125,28,58,88,346,100
27885535,163454,House,275,,,,,0,3,13,0,0,0,0,100
27886266,98729501,House,55,,,2000,50,35,2,1125,0,10,40,40,100
27887108,6142333,Condominium,150,,,0,99,0,1,1125,12,28,58,148,100
27887932,199775765,Apartment,150,,,500,100,15,2,60,18,31,59,149,97
27889353,101477435,Apartment,150,,,,,0,1,1125,0,0,0,0,100
27890342,206562595,House,170,,,0,20,50,1,1125,0,0,0,0,100
27890778,202413533,Apartment,120,,,0,87,30,1,1125,8,12,42,93,100
27891416,161357286,Apartment,79,,,3000,89,40,1,1125,4,12,34,281,88
27892840,161294569,Apartment,350,,,200,145,30,1,1125,5,5,5,5,94
27894461,210708504,Apartment,71,,,200,30,10,2,1125,20,50,80,170,100
27894696,10109937,House,55,,,200,0,50,2,4,29,59,89,89,90
27903498,210514944,Apartment,136,,,0,50,0,1,1125,0,0,0,0,87
27905311,150412826,Apartment,82,,,,,0,3,1125,4,4,4,4,100
27905527,190179148,Condominium,140,,,200,60,0,1,1125,23,43,72,72,87
27907368,25325814,House,170,,,,195,0,3,1125,10,11,11,104,
27907550,44617840,House,24,,,350,15,10,1,1125,26,56,86,176,80
27909329,48014108,Apartment,220,,,0,120,0,2,1125,10,17,36,311,
27909494,37454608,Apartment,100,,,250,0,0,28,360,2,2,2,2,
27909614,34810661,Apartment,115,,,150,130,25,2,90,20,28,28,28,100
27909910,24871054,Apartment,100,,,150,100,0,2,1125,18,48,78,164,97
27910413,110705564,Serviced apartment,129,,,500,77,30,1,1125,8,38,68,237,
27910427,179712479,Apartment,90,,,0,20,25,1,1125,26,28,28,28,88
27911367,210845169,House,39,,,,,0,2,1125,29,59,89,89,
27911684,210850891,Townhouse,50,,,138,0,0,1,40,10,38,68,248,100
27911784,24814727,Villa,1501,,,2000,300,0,7,1125,8,34,34,162,
27912981,210859612,Apartment,130,,,1000,99,0,1,1125,7,25,55,202,93
27913208,107487271,Villa,80,,,,15,0,1,1125,30,60,90,365,80
27915317,210872085,House,68,,,,,18,1,1125,30,60,90,180,87
27916421,162025618,Apartment,186,,,0,0,0,2,90,17,36,53,143,97
27916531,50621491,Apartment,100,,,300,60,30,3,1125,0,0,0,0,
27918129,114125946,Apartment,65,,,0,35,0,2,8,2,25,50,63,100
27919096,12189664,Apartment,498,,,1000,200,0,3,1125,8,27,41,212,100
27920394,123343422,Serviced apartment,174,,,,,0,2,1125,3,21,33,287,99
27921054,2672522,Apartment,150,,,0,90,80,1,60,8,14,25,300,93
27932742,211002933,House,65,,,200,20,10,1,30,6,35,65,155,100
27934047,202841068,Townhouse,133,,,200,138,0,2,1125,7,24,49,121,98
27934062,5019733,House,450,,,500,150,0,5,28,6,25,25,25,
27934795,197607482,Villa,500,,,0,0,30,2,30,30,60,90,365,
27934812,50072661,Apartment,529,,,0,0,50,3,89,15,32,59,323,
27935224,115126017,Apartment,50,,,138,7,0,3,1125,2,7,12,12,88
27935317,210659461,Apartment,130,,,150,65,30,1,60,18,37,67,92,94
27936132,15110796,Apartment,96,,,0,35,35,3,35,5,18,18,18,100
27937094,210800934,House,500,,,500,,0,1,1125,16,42,68,337,100
27937391,150367552,Apartment,109,,,600,85,15,2,60,9,33,44,133,100
27939137,20877401,Townhouse,55,,,0,20,0,2,14,0,29,59,84,100
27939254,211058535,House,40,,,,,0,1,1125,29,59,89,89,
27942917,2263338,Apartment,84,,,,20,20,2,1125,0,0,0,0,100
27943301,211078654,House,46,,,136,30,40,1,1,29,59,89,364,
27943782,12186348,Apartment,150,,,,,0,1,60,6,36,66,246,100
27945304,211091714,Condominium,57,,,1000,9,27,3,30,0,23,53,53,95
27945495,151634537,Apartment,89,,,250,59,20,1,1125,19,19,19,19,98
27945552,10185622,Apartment,120,,,0,110,15,1,1125,12,32,61,113,98
